Name_or_CID,CID,class,nAcid,ALogP,ALogp2,AMR,apol,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nC,nN,nO,nS,nF,nCl,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nBase,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,bpol,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,ECCEN,nHBd,nHBa,nwHBa,nHBint2,nHBint3,nHBint4,nHBint5,nHBint6,nHBint7,nHBint8,nHBint9,nHBint10,nHsOH,nHsNH2,nHssNH,nHaaNH,nHdsCH,nHaaCH,nHCsats,nHCsatu,nHother,nsCH3,nssCH2,ndsCH,naaCH,nsssCH,ntsC,ndssC,naasC,naaaC,nssssC,nsNH2,nssNH,naaNH,ndsN,naaN,nsssN,naasN,nsOH,ndO,nssO,naaO,nsOm,nsF,nssS,naaS,nddssS,nsCl,SHBd,SHBa,SwHBa,SHBint2,SHBint3,SHBint4,SHBint5,SHBint6,SHBint7,SHBint8,SHBint9,SHBint10,SHsOH,SHsNH2,SHssNH,SHaaNH,SHdsCH,SHaaCH,SHCsats,SHCsatu,SHother,SsCH3,SssCH2,SdsCH,SaaCH,SsssCH,StsC,SdssC,SaasC,SaaaC,SssssC,SsNH2,SssNH,SaaNH,SdsN,SaaN,SsssN,SaasN,SsOH,SdO,SssO,SaaO,SsOm,SsF,SssS,SaaS,SddssS,SsCl,minHBd,minHBa,minwHBa,minHBint2,minHBint3,minHBint4,minHBint5,minHBint6,minHBint7,minHBint8,minHBint9,minHBint10,minHsOH,minHsNH2,minHssNH,minHaaNH,minHdsCH,minHaaCH,minHCsats,minHCsatu,minHother,minsCH3,minssCH2,mindsCH,minaaCH,minsssCH,mintsC,mindssC,minaasC,minaaaC,minssssC,minsNH2,minssNH,minaaNH,mindsN,minaaN,minsssN,minaasN,minsOH,mindO,minssO,minaaO,minsOm,minsF,minssS,minaaS,minddssS,minsCl,maxHBd,maxHBa,maxwHBa,maxHBint2,maxHBint3,maxHBint4,maxHBint5,maxHBint6,maxHBint7,maxHBint8,maxHBint9,maxHBint10,maxHsOH,maxHsNH2,maxHssNH,maxHaaNH,maxHdsCH,maxHaaCH,maxHCsats,maxHCsatu,maxHother,maxsCH3,maxssCH2,maxdsCH,maxaaCH,maxsssCH,maxtsC,maxdssC,maxaasC,maxaaaC,maxsNH2,maxssNH,maxaaNH,maxdsN,maxaaN,maxsssN,maxaasN,maxsOH,maxdO,maxssO,maxaaO,maxsOm,maxsF,maxsCl,sumI,hmax,gmax,hmin,gmin,LipoaffinityIndex,MAXDN,MAXDP,DELS,ETA_Alpha,ETA_AlphaP,ETA_dAlpha_A,ETA_dAlpha_B,ETA_Epsilon_1,ETA_Epsilon_2,ETA_Epsilon_3,ETA_Epsilon_4,ETA_Epsilon_5,ETA_dEpsilon_A,ETA_dEpsilon_B,ETA_dEpsilon_C,ETA_dEpsilon_D,ETA_Psi_1,ETA_dPsi_A,ETA_Shape_P,ETA_Shape_Y,ETA_Shape_X,ETA_Beta,ETA_BetaP,ETA_Beta_s,ETA_BetaP_s,ETA_Beta_ns,ETA_BetaP_ns,ETA_dBeta,ETA_dBetaP,ETA_Beta_ns_d,ETA_BetaP_ns_d,ETA_Eta,ETA_EtaP,ETA_Eta_R,ETA_Eta_F,ETA_EtaP_F,ETA_Eta_L,ETA_EtaP_L,ETA_Eta_R_L,ETA_Eta_F_L,ETA_EtaP_F_L,ETA_Eta_B,ETA_EtaP_B,ETA_Eta_B_RC,ETA_EtaP_B_RC,FMF,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,HybRatio,Kier1,Kier2,Kier3,nAtomLC,nAtomP,nAtomLAC,MLogP,McGowan_Volume,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEO-11,MDEO-12,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLFER_A,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,PetitjeanNumber,nRing,n4Ring,n5Ring,n6Ring,nFRing,nF6Ring,nF7Ring,nF9Ring,nF10Ring,nTRing,nT4Ring,nT5Ring,nT6Ring,nT7Ring,nT9Ring,nT10Ring,nRotB,TopoPSA,VABC,VAdjMat,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,topoShape,geomShape,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,Wlambda1.mass,Wlambda2.mass,Wlambda3.mass,Wnu1.mass,Wnu2.mass,Weta1.mass,Weta2.mass,Weta3.mass,WT.mass,WA.mass,WV.mass,WK.mass,WD.mass,Wlambda1.volume,Wlambda2.volume,Wlambda3.volume,Wnu1.volume,Wnu2.volume,Weta1.volume,Weta2.volume,Weta3.volume,WT.volume,WA.volume,WV.volume,WK.volume,WD.volume,Wlambda1.eneg,Wlambda2.eneg,Wlambda3.eneg,Wnu1.eneg,Wnu2.eneg,Weta1.eneg,Weta2.eneg,Weta3.eneg,WT.eneg,WA.eneg,WV.eneg,WK.eneg,WD.eneg,Wlambda1.polar,Wlambda2.polar,Wlambda3.polar,Wnu1.polar,Wnu2.polar,Weta1.polar,Weta2.polar,Weta3.polar,WT.polar,WA.polar,WV.polar,WK.polar,WD.polar
53316583,53323127,1,0,-1.0606,1.12487236,99.4702,50.545895,5,5,41,26,15,19,5,2,0,0,0,0.367435782,-0.181290652,-0.057299265,0.07811586,0.022899349,29.3488783,32.87950251,47.2087523,45.62392913,44.09426401,2048.850081,2496.934351,3665.601908,3436.785784,3143.006362,0,11.85,15.99592929,-0.315891564,0.161275939,3.792687722,11.62060651,30,45,35,32,17,10,8,0,23.892105,0,6,9,2,0,2,0,0,0,0.319130032,0.650859781,1.038228752,0,0.12973456,0.22408461,0.267897764,1.415121866,0,0.383276638,0,0.628348407,0,0.112583604,0,4.003272084,7.110290407,9.551637141,1.448375302,2.111195883,2.221665897,17.50986092,12.83083114,11.40073218,10.44145496,9.296957691,7.207770096,5.412358632,4.186581054,13.76850335,8.348474661,6.174127485,4.647923619,3.425136037,2.142679545,1.28142371,0.802437846,567,2,4,17,1,3,0,0,0,0,0,0,1,0,0,2,0,6,3,2,2,9,0,2,6,3,0,0,7,1,0,0,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0.901041273,19.26898772,23.49971009,0.846495161,3.813303544,0,0,0,0,0,0,4.697984985,0,0,0.901041273,0,3.483390383,1.839509663,1.196959663,1.196959663,5.322900046,0,1.512298891,11.47680469,5.383813479,0,0,5.922069255,0.717022665,0,0,0,6.402347562,0,7.987477001,0,1.96439492,0,0,10.90224523,0,5.56485964,0,0,0,0,0,0,0.430919034,1.96439492,0.624843532,0.846495161,0.923505738,0,0,0,0,0,0,4.697984985,0,0,0.430919034,0,0.546087372,0.572896183,0.587345088,0.587345088,0.546087372,0,0.692065599,1.838749321,1.639480775,0,0,0.624843532,0.717022665,0,0,0,3.063223108,0,3.134097371,0,1.96439492,0,0,10.90224523,0,5.56485964,0,0,0,0,0,0,0.470122239,10.90224523,2.021714144,0.846495161,1.569796664,0,0,0,0,0,0,4.697984985,0,0,0.470122239,0,0.614379145,0.67706285,0.609614575,0.609614575,0.67706285,0,0.820233292,2.021714144,1.896518595,0,0,1.109790013,0.717022665,0,0,3.339124454,0,4.85337963,0,1.96439492,0,0,10.90224523,0,5.56485964,0,0,0,57.83333333,0.67706285,10.90224523,-0.027951389,0.624843532,4.860586376,1.041823135,3.902245235,18.75728716,12.16666,0.46795,0,0.03205,0.63984,0.8359,0.44857,0.54444,0.79762,0.19127,0.09539,-0.09587,0.03828,0.55982,0.15447,0.0274,0.36164,0,35.25,1.35577,18.25,0.70192,17,0.65385,-1.25,-0.04808,0,0,18.532,0.71277,44.01157,25.47957,0.97998,5.55453,0.21364,12.83078,7.27625,0.27986,0.08322,0.0032,0.51322,0.01974,0.585365854,1375.07,4,7,7,7,2,2,0.105263158,18.05555556,7.78799351,3.44640999,2,24,0,2.78,2.4291,0,0,0,0,11.41046018,23.01163636,0,8.499225649,0,0,0.090909091,0,0,1.097281585,1.277886208,0,0.645,2.686,2.716,3.008,2.864,11.959,0.5,5,0,3,2,2,0,0,2,0,7,0,3,2,0,2,0,3,82.23,310.6975405,5.700439718,345.1225747,54.7330858,2.105118685,21.38119404,5.529880294,15.85131374,1642,41,2.512,146,469.283682,788.7444085,31.20587623,238.2248274,-400.3942771,-22.45907244,231.0588546,1189.138686,53.66494867,0.663290513,1.114819678,0.044106715,0.336709487,-0.5659215,-0.03174389,332.0221984,558.0433808,22.07842298,168.5460926,-283.2823582,-15.88998487,0.08297656,0.187883377,0.341844618,1.278818558,671.6325113,35.87599818,0.949292485,0.050707515,2469.586183,49.69493116,13.51682618,2629.326653,51.27696026,13.80219571,5356.460233,73.18784211,17.49682689,1.288969171,1.079121528,4701.983748,3674.771234,1774.930272,1.27953101,2.649108994,2.070374985,7.549450396,1,0.788525944,1.895423564,5.355055508,9.507370544,0.11310661,0.319555052,0.397280217,0.330921598,0.507652522,16.75784962,79.08308955,192.3416857,0.175503753,1.235854337,9.577460079,4.065228104,1.120513636,0.648738681,0.275362225,0.518365163,0.190347965,0.139301682,14.76320182,54.22137802,112.6112851,-0.19307568,0.84801481,8.681302346,4.617751102,1.440642205,0.588974328,0.313286733,0.425362972,0.244359383,0.228404007,14.73969565,59.24727117,131.7395662,-0.176695796,0.898126362,9.746627631,5.234575239,1.822488875,0.580028947,0.311513405,0.533882022,0.316494074,0.368007397,16.80369174,78.32253122,188.1086133,-0.168656764,1.218383492,8.644438983,4.780668421,1.532125299,0.577943738,0.319622521,0.421653276,0.261890709,0.258204743,14.9572327,61.89514316,140.169287,-0.173174694,0.941748728
53323127,53324318,1,0,-1.0258,1.05226564,122.9326,62.300239,15,16,52,29,23,21,5,2,1,0,0,0.434068482,-0.225224078,-0.028048407,0.102651591,-0.099312695,38.47663134,37.88698094,54.72482858,58.91678556,52.07576984,2307.870266,2761.028324,3963.093605,3833.265435,3491.999965,1,11.85,31.97207246,-0.307797033,0.239424539,4.29184832,12.67561038,32,55,46,37,14,9,2,0,33.001761,0,3,9,3,2,2,0,0,0,0.174792465,0.567526448,0.94447657,0,0.139046554,0.310627371,0.414879467,1.89240575,0,0.411460301,0,1.168418521,0,0.190881065,0,4.351442599,7.202149493,9.668024465,2.283261646,3.195229897,3.523556723,20.38010441,14.06288195,12.65822987,10.60796832,9.085825243,7.235693533,5.448790251,3.971556839,17.21437628,10.2889062,8.33301646,6.119952709,4.545671298,3.015322736,1.904745763,1.236016495,707,3,5,15,1,1,3,0,0,3,0,0,0,1,0,2,0,0,6,4,1,6,2,4,0,6,0,0,2,5,2,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1.327113795,30.71592489,19.8955695,4.476504721,0.711536709,5.824673846,0,0,5.662642858,0,0,0,0.692977259,0,0.634136536,0,0,3.189638459,2.262830909,0.581029515,3.189638459,3.991424519,3.056636461,0,11.76989617,0,0,0.776853011,4.986126177,2.362694141,0,0,6.593751104,0,3.399799571,4.265497599,2.054713193,0,9.140603556,12.92685703,0,0,0,0,0,-1.676704388,0,0,0.287841632,2.054713193,0.040400296,4.476504721,0.711536709,0.884386072,0,0,0.591431999,0,0,0,0.692977259,0,0.287841632,0,0,0.488846465,0.527997343,0.581029515,0.488846465,1.995712259,0.63062669,0,1.784157563,0,0,0.040400296,0.926824977,1.104712958,0,0,3.072474492,0,3.399799571,4.265497599,2.054713193,0,9.140603556,12.92685703,0,0,0,0,0,-1.676704388,0,0,0.692977259,12.92685703,2.094361326,4.476504721,0.711536709,3.720887626,0,0,2.631046245,0,0,0,0.692977259,0,0.346294904,0,0,0.589713522,0.594543256,0.581029515,0.589713522,1.995712259,0.862199101,0,2.094361326,0,0,0.736452715,1.16398961,1.257981183,0,3.521276612,0,3.399799571,4.265497599,2.054713193,0,9.140603556,12.92685703,0,0,0,0,0,63.64814815,0.692977259,12.92685703,0.022651318,-1.676704388,7.017047623,2.324852536,5.926857034,24.95116677,13.99999,0.48276,0,0.01724,0.59615,0.83103,0.44321,0.53692,0.78125,0.15294,0.05923,-0.09371,0.04978,0.58091,0.13338,0.11905,0.35,0,37.5,1.2931,19,0.65517,18.5,0.63793,-0.5,-0.01724,0.5,0.01724,24.07062,0.83002,52.99374,28.92313,0.99735,6.53293,0.22527,14.06282,7.52989,0.25965,0.35118,0.01211,0.69518,0.02397,0.365384615,2213.08,5,7,6,7,3,3,0.285714286,22.203125,10.08,5.086804622,8,22,2,2.89,3.026,0.5,2.563980042,2.143599862,0,9.080979442,23.33007457,0,11.32950626,0,0.090909091,0,0,0,0.915581594,0.568144363,0,0.216,3.131,3.165,3.624,3.349,17.249,0.466666667,4,0,2,2,2,0,0,2,0,6,0,2,2,0,2,0,7,118.09,356.9914512,5.857980995,409.157246,59.60581173,2.055372818,23.26769429,5.053296623,15.03470002,2342,45,0.244,154,530.9195701,1114.190061,38.10875022,226.7552081,-475.8694412,-35.26749488,304.164362,1590.059502,73.3762451,0.700722243,1.470538671,0.050296976,0.299277757,-0.62806557,-0.046547009,402.2643675,844.1937073,28.87403887,171.806702,-360.5542733,-26.72129136,0.117920961,0.146590844,5.741645651,0.902348459,607.3441128,150.3306654,0.801589455,0.198410545,2630.148185,51.28497036,13.80363306,2875.343168,53.62222644,14.21990063,6204.120613,78.76624031,18.37497446,1.576823597,1.576823597,6355.903137,5152.779306,2103.077518,1.23349027,3.022191565,2.450113827,7.93451631,0.875,0.851082485,1.994936406,4.544970132,11.78276126,0.108878054,0.248051767,0.466559157,0.558244636,0.427354367,18.3226678,86.12508377,211.2811805,0.232302634,1.45215816,12.03960214,1.106555679,4.051060861,0.700090076,0.064345037,0.483063681,0.117354801,0.434388048,17.19721868,66.57837553,137.7458125,-0.073326335,1.03480653,11.64153379,4.035809156,1.463149906,0.679183142,0.235454674,0.424021005,0.457277867,0.246131744,17.14049285,69.92131151,155.8049891,-0.185978362,1.127430616,11.76178696,4.607830599,1.942420026,0.642298101,0.251628503,0.427557858,0.584167467,0.430540629,18.31203758,85.9929948,209.5770533,-0.170444953,1.442265954,11.72431854,4.075559285,1.564481659,0.675194415,0.234708299,0.429994039,0.466439889,0.280123034,17.36435949,72.50177437,164.6220039,-0.182427036,1.176556963
53324318,53324319,1,0,-1.1928,1.42277184,109.0028,53.632688,0,0,43,27,16,21,4,2,0,0,0,0.317534469,-0.109465726,-0.136914359,0.172262897,-0.083657475,29.98889025,33.38094675,47.48849768,48.81680376,44.51266968,2228.636338,2698.134294,3922.324489,3819.436398,3439.601396,0,11.9,15.99592927,-0.304478413,0.127233467,3.794175539,12.00144913,31,47,36,36,20,11,11,0,23.005312,0,3,13,3,0,2,0,0,0,0.174792465,0.669588521,0.990116229,0,0.088015518,0.229641362,0.256368372,1.415121866,0,0.383276638,0,0.638019265,0,0.11157461,0,4.003272084,7.110290407,9.787339401,1.461969223,2.128339024,2.295744668,18.2169677,13.33083114,11.75428557,10.69145496,9.473734386,7.820142532,5.530209762,4.337955769,14.39864003,8.772167663,6.469537171,4.843981324,3.553610616,2.342004897,1.331332825,0.846243003,618,2,4,19,0,2,0,0,2,0,0,0,0,0,0,2,0,10,0,2,2,10,0,2,10,0,0,0,9,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.900686638,23.25824989,26.69995057,0,5.465231691,0,0,2.82306774,0,0,0,0,0,0,0.900686638,0,5.571742167,0,1.194566099,1.194566099,5.571742167,0,1.511080492,19.20567788,0,0,0,7.494272688,0,0,0,0,6.260630832,0,8.03071905,0,0,0,0,10.92976875,6.067850305,0,0,0,0,0,0,0,0.428229901,3.048137444,0.625391372,0,2.598434933,0,0,1.305303595,0,0,0,0,0,0,0.428229901,0,0.516160006,0,0.585948824,0.585948824,0.516160006,0,0.691456031,1.819917122,0,0,0,0.625391372,0,0,0,0,3.048137444,0,3.14239422,0,0,0,0,10.92976875,6.067850305,0,0,0,0,0,0,0,0.472456737,10.92976875,2.027677863,0,2.866796758,0,0,1.517764145,0,0,0,0,0,0,0.472456737,0,0.628268034,0,0.608617275,0.608617275,0.628268034,0,0.819624461,2.027677863,0,0,0,1.110932776,0,0,0,3.212493388,0,4.88832483,0,0,0,0,10.92976875,6.067850305,0,0,0,0,59.5,0.628268034,10.92976875,-0.142703151,0.625391372,5.049238155,1.041275295,3.929768754,19.63329361,12.76666,0.47284,0,0.02716,0.62403,0.81605,0.44795,0.52842,0.78046,0.17609,0.09562,-0.08047,0.03559,0.57942,0.13487,0.02611,0.35248,0,34.5,1.27778,18,0.66667,16.5,0.61111,-1.5,-0.05556,0,0,20.60064,0.76299,46.55566,25.95502,0.9613,6.04656,0.22395,13.33078,7.28422,0.26979,0.08322,0.00308,0.51322,0.01901,0.581395349,1507.06,4,6,6,6,2,2,0.095238095,18.99271592,8.393595041,3.77324263,2,25,0,3.11,2.5681,0,0,0,0,13.3810595,27.26365734,0,11.32950626,0,0,0.1,0,0,0.915581594,0,0,0.645,2.328,2.343,3.021,3.03,12.954,0.461538462,5,0,2,3,2,0,0,2,0,7,0,2,3,0,2,0,2,75.08,342.5562909,5.754887502,356.1273258,56.85152125,2.105611898,17.86149762,5.692854145,12.16864347,1824,44,2.171,150,425.9130792,709.3124685,27.2924411,253.6473721,-422.4224435,-23.07493666,172.265707,1131.734912,50.36737776,0.62674789,1.043781266,0.040161903,0.37325211,-0.621611282,-0.033955679,289.4336843,482.0207011,18.54686359,172.3687226,-287.0615863,-15.68081437,0.080108455,0.182749495,0.487344853,2.675112047,641.5076321,38.05281918,0.944003776,0.055996224,2499.483564,49.99483538,13.57115347,2669.143529,51.6637545,13.87151756,5473.442696,73.9827189,17.62328475,1.179866581,1.179866581,5181.79233,3911.220008,2053.263255,1.324853197,2.523686292,1.904879951,7.819699487,0.857142857,0.71499099,1.401964599,6.276255191,10.63321433,0.07656225,0.342750609,0.363132739,0.358818329,0.520121336,18.31143412,90.44324431,202.3172627,0.185515356,1.242072403,9.884192519,4.673422595,1.111763261,0.630796722,0.298251946,0.460054226,0.198666938,0.230629873,15.66937838,62.37763031,129.4026986,-0.196786501,0.889351037,9.464952718,1.086549168,5.41874817,0.592661523,0.068035827,0.414645651,0.23009635,0.266052821,15.97025006,67.46006804,139.157464,0.004476988,0.910794822,10.74598536,1.441359657,6.107578647,0.58737525,0.078784677,0.531283896,0.400460394,0.340188122,18.29492366,89.92399794,202.8181676,0.00038,1.271932411,1.104078038,5.600579298,9.556323031,0.067897385,0.344418305,0.231817786,0.284217846,0.422301437,16.26098037,70.25534792,145.6076282,0.190763233,0.938337069
53324319,53325801,1,0,-0.6127,0.37540129,94.9267,50.921481,0,0,43,26,17,18,5,3,0,0,0,0.531540271,-0.295478653,-0.011309764,0.006221402,0.149370928,30.12334734,32.21159449,45.98322133,47.67539385,45.36682424,1940.913626,2340.270915,3398.157209,3284.110788,2913.331032,0,11.89,15.99693584,-0.311348503,0.307741206,3.791762471,11.38401335,29,46,37,37,20,9,9,0,27.036519,0,6,6,2,2,2,0,0,0,0.174792465,0.567526448,0.94447657,0,0.09045085,0.204442755,0.245892637,1.48415746,0,0.411460301,0,0.611089509,0,0.108268879,0,4.062767464,7.046840884,9.564762273,1.381968931,1.99463376,2.096008792,18.09564736,12.7070399,11.12215449,9.911044899,8.693092349,6.876800221,5.045738558,3.776532541,14.15180762,8.357336661,5.917296245,4.359904531,3.178113458,2.018824308,1.170674463,0.722492082,570,2,6,14,1,5,0,0,2,0,0,0,1,0,0,2,0,6,0,4,2,6,1,3,6,0,0,0,8,0,0,0,0,2,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0.963887708,36.09382333,15.03692476,0.852740693,12.12056944,0,0,8.447808626,0,0,0,5.210769245,0,0,0.963887708,0,3.571214418,0,2.396498852,1.210173111,3.571214418,1.757880481,1.689585869,10.86479796,0,0,0,4.172126792,0,0,0,0,6.007868474,0,7.755118899,0,1.778283809,0,0,23.17336696,5.134304084,0,0,0,0,0,0,0,0.479530145,1.778283809,-0.461218076,0.852740693,0.861325211,0,0,2.486839011,0,0,0,5.210769245,0,0,0.479530145,0,0.558140235,0,0.484950186,0.594690768,0.558140235,1.757880481,0.278355364,1.737528611,0,0,0,-0.461218076,0,0,0,0,2.967355131,0,3.095219995,0,1.778283809,0,0,10.866406,5.134304084,0,0,0,0,0,0,0,0.484357563,12.30696096,1.927485828,0.852740693,5.901558777,0,0,5.960969615,0,0,0,5.210769245,0,0,0.484357563,0,0.633148632,0,0.701375555,0.615482343,0.633148632,1.757880481,0.764372666,1.927485828,0,0,0,1.038619746,0,0,0,3.040513343,0,4.659898904,0,1.778283809,0,0,12.30696096,5.134304084,0,0,0,0,62.33333333,0.731966238,12.30696096,0.003686933,-0.461218076,4.027658309,2.127884743,5.306960965,27.14131684,11.99999,0.46154,0,0.03846,0.64186,0.86538,0.44444,0.56727,0.825,0.19742,0.07459,-0.12283,0.04038,0.53333,0.18096,0.09722,0.36667,0,31.5,1.21154,18,0.69231,13.5,0.51923,-4.5,-0.17308,0,0,20.75453,0.79825,45.42669,24.67216,0.94893,6.10421,0.23478,12.70699,6.60278,0.25395,0.20701,0.00796,0.55101,0.02119,0.441860465,1466.08,6,8,8,8,2,2,0.222222222,19.32223543,8.566329566,3.938168847,5,22,0,2.56,2.4985,0,1.35695234,1.26899678,0,7.813978339,19.54909642,0,8.499225649,0,0.090909091,0.426401433,0,0,1.097281585,1.277886208,0,0.49,2.952,2.962,3.011,2.541,11.842,0.461538462,4,0,2,2,2,0,0,2,0,6,0,2,2,0,2,0,5,95.39,328.0847,5.700439718,351.1331394,53.77076362,2.068106293,23.69482892,7.895926147,15.79890277,1668,42,2.231,140,496.5234502,947.9217625,33.95270385,240.6339545,-459.3985685,-27.85348648,255.8894957,1407.320331,61.80619033,0.673565031,1.285914998,0.046058961,0.326434969,-0.623202813,-0.037784992,366.0159379,698.7675463,25.02848705,177.3851014,-338.6490565,-20.5324038,0.161148531,0.163020193,3.207983215,0.858886552,657.5838489,79.57355577,0.892053508,0.107946492,2428.381881,49.27861484,13.44122944,2607.33345,51.06205489,13.76360474,5344.156236,73.10373613,17.48341966,1.268893503,1.262642973,5043.955584,3965.080087,1935.199978,1.272094251,2.606426024,2.048925244,7.780523761,0.857142857,0.639909874,1.948523503,6.210110402,10.42534595,0.104849635,0.334164719,0.378616296,0.379623204,0.52381942,18.58397986,97.15712705,241.893486,0.170739235,1.282058921,10.1419964,4.310558274,1.285826428,0.644411667,0.273888289,0.512899675,0.165096429,0.163311504,15.7383811,62.30114324,134.2528553,-0.188724967,0.841307607,9.498122104,5.118163266,1.56803317,0.586871921,0.316242124,0.442160303,0.24486699,0.245211042,16.18431854,71.53175993,163.9427803,-0.177335533,0.932238334,10.56444836,6.061234929,1.885976215,0.570691588,0.327427961,0.539657989,0.357652407,0.354209358,18.5116595,95.38924661,234.666759,-0.173589662,1.251519754,9.528157394,5.34237916,1.648055205,0.576814146,0.323416138,0.442442795,0.271812403,0.270957854,16.51859176,75.41049466,175.8200891,-0.175172713,0.985213052
